ecosystem,package_name,has_malicious_version,has_malicious_datadog_version,has_malicious_osv_version,is_malicious_datadog_package,label_malicious,label
npm,@chat-components/common,False,False,False,True,True,malicious
npm,@chatbot-builder/core,False,False,False,True,True,malicious
npm,@chatgptclaudeclub/claude-code,False,False,False,True,True,malicious
npm,@checkbox-technology-pty-ltd/custom-block-kit,False,False,False,True,True,malicious
npm,@chkpkit/box,False,False,False,True,True,malicious
npm,@client-innovation/librct,False,False,False,True,True,malicious
npm,@cnx-ui/cnx-ui-core,False,False,False,True,True,malicious
npm,@com-delta-idp/core,False,False,False,True,True,malicious
npm,@com-delta-omnichannel/core,False,False,False,True,True,malicious
npm,@common-pattern/components,False,False,False,True,True,malicious
npm,@company-internal/logger,False,False,False,True,True,malicious
npm,@contraktor-tech/poc_confusion,False,False,False,True,True,malicious
npm,@coolblue-development/next-recently-viewed,False,False,False,True,True,malicious
npm,@copilot-web-widgets/ai-writer,False,False,False,True,True,malicious
npm,@copilot-web-widgets/common-core-sdk,False,False,False,True,True,malicious
npm,@corp-ais/mychannel-shared-libs,False,False,False,True,True,malicious
npm,@coveops/abi,True,True,False,False,True,malicious
npm,@cpce/console-sub-app,False,False,False,True,True,malicious
npm,@crowdstrike/commitlint,True,True,False,False,True,malicious
npm,@crowdstrike/falcon-shoelace,True,True,False,False,True,malicious
npm,@crowdstrike/foundry-js,True,True,False,False,True,malicious
npm,@crowdstrike/glide-core,True,True,False,False,True,malicious
npm,@crowdstrike/logscale-file-editor,True,True,False,False,True,malicious
npm,@crowdstrike/tailwind-toucan-base,True,True,False,False,True,malicious
npm,@cryptochords/shared,False,False,False,True,True,malicious
npm,@ctrl/deluge,True,True,False,False,True,malicious
npm,@ctrl/golang-template,True,True,False,False,True,malicious
npm,@ctrl/magnet-link,True,True,False,False,True,malicious
npm,@ctrl/ngx-codemirror,True,True,False,False,True,malicious
npm,@ctrl/ngx-csv,True,True,False,False,True,malicious
npm,@ctrl/ngx-rightclick,True,True,False,False,True,malicious
npm,@ctrl/qbittorrent,True,True,False,False,True,malicious
npm,@ctrl/react-adsense,True,True,False,False,True,malicious
npm,@ctrl/shared-torrent,True,True,False,False,True,malicious
npm,@ctrl/tinycolor,True,True,False,False,True,malicious
npm,@ctrl/torrent-file,True,True,False,False,True,malicious
npm,@ctrl/transmission,True,True,False,False,True,malicious
npm,@ctrl/ts-base32,True,True,False,False,True,malicious
npm,@custom-widget/sdk,False,False,False,True,True,malicious
npm,@cwlib/core,False,False,False,True,True,malicious
npm,@cyb3rsh4ykh/neondatabase,False,False,False,True,True,malicious
npm,@dailyapy-rn/rn-push-provisioning,False,False,False,True,True,malicious
npm,@dbtw/mfe-gateway,False,False,False,True,True,malicious
npm,@demoability/loadgen-core,False,False,False,True,True,malicious
npm,@deputyapp/copilot2,False,False,False,True,True,malicious
npm,@didi-pebble/pblint,False,False,False,True,True,malicious
npm,@discord-external/activity-iframe-sdk,False,False,False,True,True,malicious
npm,@domons/test,False,False,False,True,True,malicious
npm,@dompubsub/dompubsub,False,False,False,True,True,malicious
npm,@dotevn/config,False,False,False,True,True,malicious
npm,@dotevn/utils,False,False,False,True,True,malicious
npm,@douinfe/create-semi-d2c-plugin,False,False,False,True,True,malicious
npm,@douinfe/semi-adimation,False,False,False,True,True,malicious
npm,@douinfe/semi-animation-react,False,False,False,True,True,malicious
npm,@douinfe/semi-animation-styled,False,False,False,True,True,malicious
npm,@douinfe/semi-d2c-typings,False,False,False,True,True,malicious
npm,@douinfe/semi-foundation,False,False,False,True,True,malicious
npm,@douinfe/semi-icons,False,False,False,True,True,malicious
npm,@douinfe/semi-illustrations,False,False,False,True,True,malicious
npm,@douinfe/semi-theme-default,False,False,False,True,True,malicious
npm,@douinfe/semi-ui,False,False,False,True,True,malicious
npm,@dp-bpsc-tiktok/ranking,False,False,False,True,True,malicious
npm,@dropbox-photo-viewer/electron-app,False,False,False,True,True,malicious
npm,@dtpk-cc/components,False,False,False,True,True,malicious
npm,@duckdb/duckdb-wasm,True,True,False,False,True,malicious
npm,@duckdb/node-api,True,True,False,False,True,malicious
npm,@dvargas135/gunpowder-ghost,False,False,False,True,True,malicious
npm,@dz-lib/dz-cli,False,False,False,True,True,malicious
npm,@dz-lib/icon,False,False,False,True,True,malicious
npm,@ebay-business-components/marko-rum,False,False,False,True,True,malicious
npm,@elementor-editor-github-actions/utils,False,False,False,True,True,malicious
npm,@emburse/embark-core,False,False,False,True,True,malicious
npm,@energysolutions/mylib,False,False,False,True,True,malicious
npm,@eooce/idx,False,False,False,True,True,malicious
npm,@eooce/sbx,False,False,False,True,True,malicious
npm,@eooce/ws,False,False,False,True,True,malicious
npm,@eqder/bird,False,False,False,True,True,malicious
npm,@equis/core,False,False,False,True,True,malicious
npm,@erfix/frontend-logge,False,False,False,True,True,malicious
npm,@erfix/frontend-logger,False,False,False,True,True,malicious
npm,@espace-client-axafr/advisor,False,False,False,True,True,malicious
npm,@espace-client-axafr/advisor-details,False,False,False,True,True,malicious
npm,@espace-client-axafr/advisor-list,False,False,False,True,True,malicious
npm,@espace-client-axafr/alert-resilience-message,False,False,False,True,True,malicious
npm,@espace-client-axafr/api-mapping,False,False,False,True,True,malicious
npm,@espace-client-axafr/arret-travail,False,False,False,True,True,malicious
npm,@espace-client-axafr/atp-digital,False,False,False,True,True,malicious
npm,@espace-client-axafr/banniere-alerte-client,False,False,False,True,True,malicious
npm,@espace-client-axafr/bloc-business,False,False,False,True,True,malicious
npm,@espace-client-axafr/block-advisor,False,False,False,True,True,malicious
npm,@espace-client-axafr/bonus-euro-plus,False,False,False,True,True,malicious
npm,@espace-client-axafr/certificate-auto,False,False,False,True,True,malicious
npm,@espace-client-axafr/chat-genesys-auth,False,False,False,True,True,malicious
npm,@espace-client-axafr/completer-arret-travail,False,False,False,True,True,malicious
npm,@espace-client-axafr/configure-store,False,False,False,True,True,malicious
npm,@espace-client-axafr/confirmation-screen,False,False,False,True,True,malicious
npm,@espace-client-axafr/contact-form,False,False,False,True,True,malicious
npm,@espace-client-axafr/contract-selection,False,False,False,True,True,malicious
npm,@espace-client-axafr/dashboard-detail-card,False,False,False,True,True,malicious
npm,@espace-client-axafr/redux-contrib,False,False,False,True,True,malicious
npm,@espace-client-axafr/reimbursements-info,False,False,False,True,True,malicious
npm,@espace-client-axafr/remboursements,False,False,False,True,True,malicious
npm,@espace-client-axafr/remplacement-auto,False,False,False,True,True,malicious
npm,@espace-client-axafr/resiliation,False,False,False,True,True,malicious
npm,@espace-client-axafr/resiliation-3-clics,False,False,False,True,True,malicious
npm,@espace-client-axafr/rib,False,False,False,True,True,malicious
npm,@espace-client-axafr/rib-v2,False,False,False,True,True,malicious
npm,@espace-client-axafr/round-button,False,False,False,True,True,malicious
npm,@espace-client-axafr/savings-card,False,False,False,True,True,malicious
npm,@espace-client-axafr/savings-distribution,False,False,False,True,True,malicious
npm,@espace-client-axafr/savings-summary-card,False,False,False,True,True,malicious
npm,@espace-client-axafr/savings-types,False,False,False,True,True,malicious
npm,@espace-client-axafr/sdj,False,False,False,True,True,malicious
npm,@esxp/platform-components-lib-ui,False,False,False,True,True,malicious
npm,@evg-ui/lib,False,False,False,True,True,malicious
npm,@evo-tech/backoffice-test-api,False,False,False,True,True,malicious
npm,@evoplay-spinential/test-module,False,False,False,True,True,malicious
npm,@evt-cdk/codepipeline,False,False,False,True,True,malicious
npm,@evt-cdk/core,False,False,False,True,True,malicious
npm,@exarad/verfuegbarkeitspruefung-vue2,False,False,False,True,True,malicious
npm,@farabyabdulla54/wwframework,False,False,False,True,True,malicious
npm,@fastifyv4/fastifyv4,False,False,False,True,True,malicious
npm,@fff-web/fff-utilities,False,False,False,True,True,malicious
npm,@financials/using-dep-conf,False,False,False,True,True,malicious
npm,@financials2/ui-components,False,False,False,True,True,malicious
npm,@flcore/login,False,False,False,True,True,malicious
npm,@flight-common/components,False,False,False,True,True,malicious
npm,@flight-common/models,False,False,False,True,True,malicious
npm,@flutterfire/source-api-reference,False,False,False,True,True,malicious
npm,@flutterfire/source-versions,False,False,False,True,True,malicious
npm,@fmr-pr103625/apex-core,False,False,False,True,True,malicious
npm,@fms-common-biz/basic-react,False,False,False,True,True,malicious
npm,@foryjs/fory,False,False,False,True,True,malicious
npm,@foryjs/hps,False,False,False,True,True,malicious
npm,@fraudprevention/device-intelligence,False,False,False,True,True,malicious
npm,@fronteg/react,False,False,False,True,True,malicious
npm,@frontend-clients/core,False,False,False,True,True,malicious
npm,@frontend-clients/design-system,False,False,False,True,True,malicious
npm,@frontend-clients/wallet-web,False,False,False,True,True,malicious
npm,@ftapi/components,False,False,False,True,True,malicious
npm,@g.genie/api-demo-sample-lib4,False,False,False,True,True,malicious
npm,@galaxy-nft/frontend,False,False,False,True,True,malicious
npm,@gc-crm/gc-crm-lib,False,False,False,True,True,malicious
npm,@gdcorp-commerce/cx-orders,False,False,False,True,True,malicious
npm,@gdcorp-commerce/cx-page-container,False,False,False,True,True,malicious
npm,@gdcorp-commerce/cx-router,False,False,False,True,True,malicious
npm,@gdcorp-digitalcare/ux,False,False,False,True,True,malicious
npm,@gdcorp-digitalcare/ux-common,False,False,False,True,True,malicious
npm,@gdstudio/web-loader,False,False,False,True,True,malicious
npm,@gfgtech/ui,False,False,False,True,True,malicious
npm,@global-engineering-shared/gweb-material-global,False,False,False,True,True,malicious
npm,@glofe/bootstrap,False,False,False,True,True,malicious
npm,@glofe/company,False,False,False,True,True,malicious
npm,@gluestack-ui/utils,True,True,False,False,True,malicious
npm,@gmgn/app-icons,False,False,False,True,True,malicious
npm,@goes-funky/y42-vscode,False,False,False,True,True,malicious
npm,@goldenfront/core,False,False,False,True,True,malicious
npm,@google-research/retvecjs,False,False,False,True,True,malicious
npm,@google_cloud/common,False,False,False,True,True,malicious
npm,@google_cloud/precise-date,False,False,False,True,True,malicious
npm,@google_cloud/projectify,False,False,False,True,True,malicious
npm,@googlesitekit/assets,False,False,False,True,True,malicious
npm,@grafanacloud/plugins-platform-backend,False,False,False,True,True,malicious
npm,@grafanacloud/test-utils,False,False,False,True,True,malicious
npm,@grumpycoffeecup/hello-npm-world,False,False,False,True,True,malicious
npm,@gtpn/eslint-config-progressive,False,False,False,True,True,malicious
npm,@h1shiny/buildtools,False,False,False,True,True,malicious
npm,@h1shiny/ismobile,False,False,False,True,True,malicious
npm,@harvest-finance/harvest-strategy-arbitrum,False,False,False,True,True,malicious
npm,@harvest-finance/harvest-strategy-polygon,False,False,False,True,True,malicious
npm,@hash-validator/v2,False,False,False,True,True,malicious
npm,@haysee/v5.2,False,False,False,True,True,malicious
npm,@hd-base/atoms,False,False,False,True,True,malicious
npm,@hemihatchlings/shared,False,False,False,True,True,malicious
npm,@hestjs/core,True,True,False,False,True,malicious
npm,@hestjs/cqrs,True,True,False,False,True,malicious
npm,@hestjs/demo,True,True,False,False,True,malicious
npm,@hestjs/eslint-config,True,True,False,False,True,malicious
npm,@hestjs/logger,True,True,False,False,True,malicious
npm,@hestjs/scalar,True,True,False,False,True,malicious
npm,@hestjs/validation,True,True,False,False,True,malicious
npm,@hex-validator/v2,False,False,False,True,True,malicious
npm,@hi.editor/core,False,False,False,True,True,malicious
npm,@hisdk/mail-mac,False,False,False,True,True,malicious
npm,@hm6816/lodash-isequal,False,False,False,True,True,malicious
npm,@hopper-b2b/flair,False,False,False,True,True,malicious
npm,@hopper-b2b/hopper,False,False,False,True,True,malicious
npm,@hopper-b2b/uber-iframe,False,False,False,True,True,malicious
npm,@hopper-b2b/ui,False,False,False,True,True,malicious
npm,@hopper-b2b/utilities,False,False,False,True,True,malicious
npm,@hopper-b2b/volaris,False,False,False,True,True,malicious
npm,@hornetsecurity/angular-pew-pew,False,False,False,True,True,malicious
npm,@hornetsecurity/angular-search-box,False,False,False,True,True,malicious
npm,@hotels-at-home/hah-fe-core,False,False,False,True,True,malicious
npm,@hoyowave/jsapi,False,False,False,True,True,malicious
npm,@hpx-core-experiences/react-my-account,False,False,False,True,True,malicious
npm,@hpx-core-experiences/react-my-account-commons,False,False,False,True,True,malicious
npm,@hpx-core-experiences/react-my-account-payments,False,False,False,True,True,malicious
npm,@hub-la/payments-proto,False,False,False,True,True,malicious
npm,@hunterpl4nk/ds-test,False,False,False,True,True,malicious
npm,@huobi-lib/vulcan-js-sdk,False,False,False,True,True,malicious
npm,@hypervector/hypervector-tbank-test,False,False,False,True,True,malicious
npm,@hypervector/hypervector-test,False,False,False,True,True,malicious
npm,@i22/rocket,False,False,False,True,True,malicious
npm,@i22/scroll-animation,False,False,False,True,True,malicious
npm,@ibm-integration/flow-canvas,False,False,False,True,True,malicious
npm,@ibm-org/custom-greeting,False,False,False,True,True,malicious
npm,@ibm-org/welcome,False,False,False,True,True,malicious
npm,@identity-authn/authn-js-sdk,False,False,False,True,True,malicious
npm,@idme-components/component-utilities,False,False,False,True,True,malicious
npm,@igain/react-app,False,False,False,True,True,malicious
npm,@imou/web-front-basic-alg,False,False,False,True,True,malicious
npm,@indigo-mobile/material,False,False,False,True,True,malicious
npm,@indigo-multi/fonts,False,False,False,True,True,malicious
npm,@indigo-web/material,False,False,False,True,True,malicious
npm,@infinid-indonesia/ui-kit,False,False,False,True,True,malicious
npm,@ing-web-es/application,False,False,False,True,True,malicious
npm,@isfe-common/image-minimizer,False,False,False,True,True,malicious
npm,@isfe-common/testing-constants,False,False,False,True,True,malicious
npm,@isfe-common/testing-utils,False,False,False,True,True,malicious
npm,@isfront/locale,False,False,False,True,True,malicious
npm,@isimplelab/ng2-charts,False,False,False,True,True,malicious
npm,@isv-occ-payment/occ-payment-service,False,False,False,True,True,malicious
npm,@item-shop-data/client,False,False,False,True,True,malicious
npm,@ivy-shared-components/iconslibrary,False,False,False,True,True,malicious
npm,@ivy-shared-components/testing,False,False,False,True,True,malicious
npm,@ixm-apps/mf-admin-user,False,False,False,True,True,malicious
npm,@jameson777/mytest3,False,False,False,True,True,malicious
npm,@jameson777/mytest4,False,False,False,True,True,malicious
npm,@jameson777/mytest5,False,False,False,True,True,malicious
npm,@jameson777/mytest7,False,False,False,True,True,malicious
npm,@jaswanthlanka/mcp-proxy,False,False,False,True,True,malicious
npm,@jd-org/clear-server,False,False,False,True,True,malicious
npm,@jdei/codmi-figma-test,False,False,False,True,True,malicious
npm,@jdtaro/dynamic-devtools-utils,False,False,False,True,True,malicious
npm,@johndeere-tech/eslint-plugin-timbercloud-custom-rules,False,False,False,True,True,malicious
npm,@joshcyber123/frontend-logger,False,False,False,True,True,malicious
npm,@js-to-lua/convert,False,False,False,True,True,malicious
npm,@js-to-lua/fast-follow-commands,False,False,False,True,True,malicious
npm,@js-to-lua/handler-utils,False,False,False,True,True,malicious
npm,@js-to-lua/lua-conversion-utils,False,False,False,True,True,malicious
npm,@js-to-lua/lua-types,False,False,False,True,True,malicious
npm,@jsonjoy-com/base64,False,False,False,True,True,malicious
npm,@jupiter-sdk/trade,False,False,False,True,True,malicious
npm,@justworkshr/alma,False,False,False,True,True,malicious
npm,@kahoot-frontend/builder-common,False,False,False,True,True,malicious
npm,@kamotive/api-file-upload,False,False,False,True,True,malicious
npm,@klarna-travel-platform/travel-booking-shared-types,False,False,False,True,True,malicious
npm,@kodane/patch-manager,False,False,False,True,True,malicious
npm,@komoot/kvstore,False,False,False,True,True,malicious
npm,@kone-ds/assets,False,False,False,True,True,malicious
npm,@kone-ds/tokens,False,False,False,True,True,malicious
npm,@kone-ds/webcomponents-react,False,False,False,True,True,malicious
npm,@lain-test-org/test-package,False,False,False,True,True,malicious
npm,@lain-test-org/test-package2,False,False,False,True,True,malicious
npm,@lanyer640/mcp-runcommand-server,False,False,False,True,True,malicious
npm,@laposte-okapi/okapi-developpeur-web,False,False,False,True,True,malicious
npm,@laredoute/design-tokens,False,False,False,True,True,malicious
npm,@lensapp/eslint-config,False,False,False,True,True,malicious
npm,@linx-ui/admin,False,False,False,True,True,malicious
npm,@linx-ui/payatu,False,False,False,True,True,malicious
npm,@linx-ui/pharmacy,False,False,False,True,True,malicious
npm,@liquid-web/app-services,False,False,False,True,True,malicious
npm,@liquid-web/common,False,False,False,True,True,malicious
npm,@liquid-web/external-cards,False,False,False,True,True,malicious
npm,@liquid-web/mileage,False,False,False,True,True,malicious
npm,@liquid-web/models,False,False,False,True,True,malicious
npm,@liquid-web/services,False,False,False,True,True,malicious
npm,@listr1/prompt-adapter-inquirer,False,False,False,True,True,malicious
npm,@live-backstage/client,False,False,False,True,True,malicious
npm,@ltcp/ui,False,False,False,True,True,malicious
npm,@majiajun7/claude-code,False,False,False,True,True,malicious
npm,@majidalfuttaim/maf-ui,False,False,False,True,True,malicious
npm,@maps-bc/i18n,False,False,False,True,True,malicious
npm,@maps-bc/runtime,False,False,False,True,True,malicious
npm,@mc-donate/donateweb,False,False,False,True,True,malicious
npm,@md_nafeed/synpress-metamask,False,False,False,True,True,malicious
npm,@me404org/test,False,False,False,True,True,malicious
npm,@medialink-ml/yuzu-widget,False,False,False,True,True,malicious
npm,@meneprojects/body-parsers,False,False,False,True,True,malicious
npm,@merge-api/merge-javascript-shared,False,False,False,True,True,malicious
npm,@metadata-ipfs/bonk.fun-ipfs,False,False,False,True,True,malicious
npm,@metadata-ipfs/validate-hash,False,False,False,True,True,malicious
npm,@metrics-service/mf-client,False,False,False,True,True,malicious
npm,@metrics-service/static,False,False,False,True,True,malicious
npm,@mic-security/complex-components,False,False,False,True,True,malicious
npm,@mintstudiouicore/telemetry,False,False,False,True,True,malicious
npm,@mkto/analytics-provider,False,False,False,True,True,malicious
npm,@mnlo/common-user,False,False,False,True,True,malicious
npm,@mobile-sdk/videoads-ad-video-player-html5,False,False,False,True,True,malicious
npm,@moneyguide-devkit/style-provider,False,False,False,True,True,malicious
npm,@monicfoundation/hardhat-config,False,False,False,True,True,malicious
npm,@monkey-tilt/client,False,False,False,True,True,malicious
npm,@monkey-tilt/ui,False,False,False,True,True,malicious
npm,@monorepo-lens/pnpm-collector,False,False,False,True,True,malicious
npm,@monterosa-sdk/enmasse,False,False,False,True,True,malicious
npm,@moonpig/web-core-analytics,False,False,False,True,True,malicious
npm,@moonpig/web-core-utils,False,False,False,True,True,malicious
npm,@mosfe/beam,False,False,False,True,True,malicious
npm,@mosfe/beam-git-util,False,False,False,True,True,malicious
npm,@mosfe/beam-lint-config,False,False,False,True,True,malicious
npm,@mosfe/beam-plugin-s3plus,False,False,False,True,True,malicious
npm,@mosfe/owl-config,False,False,False,True,True,malicious
npm,@mosfe/portal-proxy,False,False,False,True,True,malicious
npm,@mosfe/s3plus,False,False,False,True,True,malicious
npm,@mosfe/sso-sdk,False,False,False,True,True,malicious
npm,@mp-food/knapsack,False,False,False,True,True,malicious
npm,@mpsemea/fspay-smartpay-logging-web-sdk,False,False,False,True,True,malicious
npm,@msidentity/authx,False,False,False,True,True,malicious
npm,@mts-ds/icons,False,False,False,True,True,malicious
npm,@my-pvz/ui-kit,False,False,False,True,True,malicious
npm,@mycorp/pkg-a,False,False,False,True,True,malicious
npm,@nativescript-community/arraybuffers,True,True,False,False,True,malicious
npm,@nativescript-community/gesturehandler,True,True,False,False,True,malicious
npm,@nativescript-community/perms,True,True,False,False,True,malicious
npm,@nativescript-community/sentry,True,True,False,False,True,malicious
npm,@nativescript-community/sqlite,True,True,False,False,True,malicious
npm,@nativescript-community/text,True,True,False,False,True,malicious
npm,@nativescript-community/ui-collectionview,True,True,False,False,True,malicious
npm,@nativescript-community/ui-document-picker,True,True,False,False,True,malicious
npm,@nativescript-community/ui-drawer,True,True,False,False,True,malicious
